,label,review
1992,1,送餐很及时，卷饼好吃，量大～
8704,0,"送餐超级慢,用了一个小时四十多分钟,送过来的时候都凉了"
10619,0,几乎没有南瓜
9950,0,"这是我吃过最差的一次外卖,1.外卖盒上裹着厚厚的一层凝固脏油,2.备注单上特意写着两个卤蛋不要送差，结果还是只送了一个,3.卤蛋上还有鸡蛋壳在上面,脏乱差"
6576,0,服务太差，菜品也实在一般
1820,1,虽然因为牛肉太多有点儿咸……
10345,0,东西倒是挺好吃，特别是这四喜丸子，但是这送餐也是无语了，一个半小时送到，打电话态度还那么差，就这样还做什么服务行业，赶紧回家带孩子去得了，一天美好心情全让你们影响了，就这样还怎么让我下次在你们家订
9758,0,菜汤都洒没了，弄的饭上都是乱七八糟的。菜到了也快凉透了，能不能带点保温箱之类的送餐啊？
8452,0,为了送货上门，他为了节省时间，小炒肉都是辣椒，我宁愿你都是芹菜！比第一次吃差远了！
7326,0,"送的太慢了,将近两个小时"
1542,1,"骑士配送很快,下次继续"
6672,0,"换了个煎饼,还是不好吃,豆浆这次也有些发酸...以后不会再定了"
4811,0,肉不新鲜！跟网评差远了
7910,0,送餐员到了打电话，让我下楼自取。我下楼后找不着人，打电话才知道他去别的地方送餐了，让我在楼下等他，等了8分钟。我还要上班了，自己下楼取还要等他？开玩笑吧，服务太差了。咖啡还凉了。
10712,0,良少，味道一般明显比去店里吃差很远
838,1,很快。而且我就在一楼今天第一次给我送上门了，之前两次都是自己出去拿的
7007,0,看来是没传达我的注解，说了少辣结果几乎除了辣椒没多少菜了。之前给我高分，这次3星已经够诚意了，算是意见吧
5293,0,豆浆都漏完了
2821,1,赞一个。很快的
7158,0,慢慢慢，快三个小时
4661,0,盒子很精致，味道还好。整体不错
1390,1,量大味道好，送餐师傅都很好
6532,0,不错，服务很好
10588,0,饭送来都有点凉了
2714,1,不错。锡纸包装
8772,0,卷饼味道一般，粥难吃
4727,0,"这鱼,筷子一下去,就都碎了"
10246,0,"这个送餐员没有给我拿勺子,我点了汤！怎么喝！也没有给我拿发票.我都备注了！！这么多回头一次差评！"
9656,0,点的肘子卷饼，说实话，挺失望的。首先，全是大块的肉，只有几小块生的青椒，而且肉是整块的瘦肉，根本不是肥肥的肘花，而且饼很硬，肠胃不好的很难消化。作为妹子表示，全是肉吃得非常不开森。再说送餐速度吧，等了一个多小时才送到，真是挺失望的
1014,1,豆皮估计好久不做了，手法生疏了啊～我点的酒酿小汤圆变成了酒酿蛋花。。。
6740,0,菜很好吃，可是等待时间太久了，不到11点下的单，等了两个小时才到。
7596,0,也就是7块钱的卷饼。。
610,1,很快。。布丁奶茶贼好喝
5315,0,没有店里好吃
1981,1,好吃，送货快，配送员很好
7982,0,不给我多加点米饭！！！
2665,1,给力，就是速度慢点，需要早定
59,1,猪蹄再烂些就完美了，手套很贴心
1702,1,"挺快的,为啥没有南瓜饼卖啊"
4144,0,味道不错，但是为啥那么多沙子！貌似是蘑菇里的……
7027,0,"不认路,没零钱,鸡块是腥的"
4328,0,时间太长，菜到家都坨了
8605,0,吃出了一只虫子…不会再光顾了
9962,0,"送餐速度不是一般的慢,快两个小时才送来,宫保鸡丁饭米饭上面竟然还有咖喱"
8878,0,等了一个小时，超过预期时间，我出门办事都出去不去，谢谢啊，你们好快
2941,1,披萨好吃，原味鸡翅非常好吃
6311,0,味道实在不好，跟在店面吃的感觉不一样，以后不会要了
7573,0,快被饿死了，真的很不愉快的经历，商家电话一直也打不通
4777,0,取餐员取餐的时候是不需要核对数量的吗？我明明定了2份鸡枞菌、2份肥牛，收到的都只有1份。我还特意在备注里提醒核对加菜的数量了，毛用？
6378,0,出于好奇点了肘子蔬菜卷，但是真心不好吃，味道淡但是肉很腻，倒是鱼香肉丝的还不错呐
162,1,"给了两袋辣椒酱好开森,但是勺子断了,太不抗用了,虽然我也没怎么期待吧"
8906,0,面到了已经粘成一坨了
3762,0,"之前点的味道都很好,本来期望挺高，应为昨天点的原味米线很棒，今天尝试下番茄的米线，超级难吃，严重不推荐，而且还比原味的贵"
10765,0,东西真是太垃圾了，那咖啡都没法喝了，
3914,0,"1.,十一点订的餐,一点三十才到,2.,12点催单，就说配送中了。,一点二十催单,还配送中。,我单位就在边上走路五分钟的地方,3.,给商家打电话,关机。,4.,送过来之后饼凉了,餐凉了,5.,肘子肉全是大肥肉和青椒,量也小的可怜。,口感我就不说啥了。千万别定"
5911,0,送错了，订的不辣饭，结果2个菜都是辣的
8796,0,都凉的！没怎么吃
6759,0,"我能说什么,不喜欢吃没有味道的肉吧"
1963,1,又快又hao
7566,0,要的无糖！无糖！无糖！
1554,1,"OK,包装很好"
9299,0,这么点菜是几个意思？！气死了。一次比一次少，店家欺人太甚。
8116,0,几乎没有肉
2008,1,"送餐员很有礼貌,很好！"
6860,0,肥肉实在是太恶心了，还不如不放。。。
311,1,不是高峰期订餐，还是很快滴！
4275,0,真没有品味多的好吃。
7325,0,太油了，这哪里是牛肉汤
5940,0,量小菜一般
4347,0,今天没放勾芡还不错！但是份量感觉一天比一天少啊
3056,1,不错不错，胃不舒服才点的粥，清爽，料足。外卖小哥服务态度也是很棒
5863,0,送餐没有原来快了
6261,0,还不错，说好的11点30送，真的是哦，很准时
4841,0,一份饺子12个，有三个里面带蟑螂，恶心死了，卫生是得多差啊
7318,0,菜太咸啦！
214,1,买多了，肉夹馍没吃，好大一碗面
3755,0,真是慢啊快两个小时了。。
2122,1,喜欢多年。非常好。
4902,0,分量很足，就是送餐速度太慢了…
2572,1,量大，味好，速度佳
5653,0,不好吃还有货到都软了
6490,0,"太多肥肉了,口味一般"
10022,0,呵呵了个呵呵，+1r，不开心。
9341,0,送餐慢，超级超级难吃，一点味道都没有
4806,0,"真是宇宙那头送来的卷饼，足足两个小时。,哎，天气原因，也是醉了"
7621,0,等了快三个小时才吃到饭，这已经是第四次了，订完还特意给总部打电话说快给我下单到分店，没想到忽悠人呢，菜品量越来越少也是，大差评！！
6867,0,"辣,不好吃"
3758,0,送过来我一看傻眼了，太次了，下次不要这家的了，整个糊弄人呢。
8283,0,"分开了好难搞，本来就图个方便,搞这么麻烦"
2468,1,最喜欢吃土豆丝炒肉煎饼
3253,1,好吃～～～还不贵～～～还比预计的时间早～～～
6916,0,用打包袋送来的，没吃直接扔掉了！气死我了
6178,0,送餐人员11点57分来电话表示马上就到了，我告诉他到了给我打电话，一直到12点30分拨打送餐人员电话，一直无人接听，12点40分送达，但是送达的餐还是错的，我预订的大排饭，给我的是卤肉饭，无语
5213,0,太慢了。送了一个多小时，而且点的是银耳汤，结果送来是雪碧…
5462,0,菜煮烂了，鸡肉很多都是骨头
411,1,好吃！量很足！送餐准时！
4602,0,不信你就是试一试！二小时必到～是两小时哦(⊙o⊙)…听说这是快的！
5253,0,"怎么一股汽油味？难吃死了,食材也太差了,浪费钱"
1191,1,很好很好很好
679,1,足不出户享受清凉，快递小哥谢谢啦～
6814,0,味道一般，不做推荐
8779,0,肉夹馍是剩的，没有汁，米线没有放盐，很淡，骨肉相连是凉的，烤翅是凉的，唯有凉皮不错
12,1,泡菜有点辣，其他都不错，个人喜欢吃白菜豆腐粉丝丸子汤。
8708,0,凉面醋放得太多了，酸掉牙。厨师的水平真的是够了
8080,0,一个半小时
8941,0,一个字：次
7327,0,还行吧，划算
8903,0,送的太慢啦
5895,0,十点多定的到了十二点多还没送到！我也真是无语了！！直到我要打电话说要投诉才马上送的！！无语到极点了！
5751,0,面时间太长了，坨了，不好吃了
898,1,不错不错，速度很快
9461,0,"满50送的霸王鸡条没给配送,致电百度外卖客服未果！请速解决"
2398,1,"送餐特别快,态度好,非常感谢"
7558,0,太慢太慢，再也不定
6071,0,粥的盒子都碎了，没法吃。
4877,0,时间太慢，送了一个半小时，但是很好吃
4274,0,蘸酱菜的生菜很不新鲜。锅包肉没有第一次做的好，咬不动。韭菜盒子的边太宽了。
4424,0,服务态度倒是不错，不过确实送的太慢，从点餐到送达历时三小时
983,1,送餐员服务态度好，速度快。菜品味道好。
8710,0,搜锅包肉，这家卖出份数最多，所以选择了这家，可太失望了，面裹的比肉厚很多，基本里面没有肉，一份锅包肉两盒装，能有一两肉就不错了。糖醋味也不浓，重度怀疑出售数量造假，
6000,0,第一次吃没拌饭酱的拌饭..
387,1,味道很好，吃起来也方便～
8104,0,饭菜质量确实一般
3824,0,肝有点味不对了，倒了
5204,0,太腻了，口感不如西少爷
8469,0,一般、毕竟价钱不贵
619,1,还行吧，可以吃
5555,0,红油抄手所有的红油都在盒子外面！煎饼也是包装纸袋开口朝下，三分之一煎饼倒扣在外卖袋中！咱能包装时认真点么？
9892,0,很好吃，就是送餐较慢
4238,0,两个小时才送到，无语了，又很难吃，貌似都没放酱，再也不会定了
10159,0,特别难吃，有点搜了，再不订他家的饭了
3623,0,味道还可以，送餐很慢，而且商家电话一直都是关机，想取消订单都取消不了
4884,0,"还可以吧,味道可以再辣点"
3237,1,卷饼还行，粥太难喝，皮蛋瘦肉粥太腥了，还得自己下楼取，勉强好评
8333,0,"没评价,等它来都饿的不行了,小俩小时,呵呵了"
3846,0,"非常差！速度差！饼拿来全凉的！！还弄在锡纸里面,你让我跟公司怎么热！！！！送了3个小时!！送餐员说餐多，这是什么他妈屁理由！谁尼玛让你接这么多的!!若是分配给你,你送不了就别送！!路不好走，路不好走是事实,但需要走你妈3个小时吗！！！！！？差评差评！！！媒体曝光！等着的,没完！！！！"
7442,0,点了西红柿鸡蛋加卤蛋香肠，结果只送来了西红柿鸡蛋饭
4971,0,为什么里面的饮料没有图片上有，送达没有，而且还贵了2块钱！
6921,0,真无语了，我写别忘辣酱有什么意义么？
3429,1,非常快，很不错，力荐！
8082,0,"宫保鸡丁饭,没啥鸡肉,花生一大堆。"
2043,1,上次说错了，培根味道一般、美式密肉的好吃，真的鲜榨果汁！
2408,1,曲奇很好喝
6250,0,"太糟了。等了两个小时,牛肉我吃的快吐了,再也不可能第二次"
7954,0,"两个小时送到,送到菜都凉了"
5666,0,菜单上的东西，实物都没有，很想知道为什么。而且全是豆皮，差评，快递很快
9499,0,买的红柚，送来的确是白柚
5587,0,等了将近两个小时
10522,0,太慢了，，。
984,1,不错不错不错
3287,1,很快，包装可以，好吃
1541,1,很好！百度骑士送货很快
2617,1,"好吃,好吃,真好吃"
447,1,态度非常好，速度快，味道好极了!
6082,0,送的太慢啦，餐还没到呢订单怎么就完成啦
7756,0,翅根都快焦了
6427,0,油撒的哪哪都是！！米飯都被油泡了！還沒筷子！
10537,0,吃两次都坏肚子了
1780,1,送餐很快，味道也不错。
4792,0,外卖的菜品质量实在无法接受
2771,1,送货小伙服务很好，送到公司里，小伙很帅！
2054,1,就是一点凉了
4576,0,一贯的严重迟到，而且订的南瓜羹没有见到，只能事后补送
4686,0,送歺太慢！
3004,1,"很快,菜分量足,超赞"
9617,0,送餐时间上太差劲
7215,0,盒子好像倒了，饭撒了……
547,1,"下单,你们弄重了害得我买了2份"
4445,0,郁闷死我了
3928,0,两次了都送错粉，下单是牛腩粉，送餐的单子写的大排粉，实际送的是红烧肉粉，价格也比我点的便宜，什么情况，绝对差评！
7290,0,"送餐员不给送到公司,给我打个电话让我去电梯间取,还催我快点,连这么两步都懒得走,干什么送餐员的工作"
35,1,送餐送的很快，比预计的还早，不错不错
5569,0,饼快坏了，这次特别不好吃
4035,0,送的太慢了，到了都不饿了
8018,0,"少送了所有套餐的小菜,问送菜的师傅,不管让找餐厅,餐厅让找送餐的,最后好不容易答应送来,结合没信了也,最后也没送！！！,之前订菜的时候约的是6点给送,也没人理,4点多就送来了,吃的时候都冷了,咋回事啊,真无语,百度客服电话,接通了选12345什么的,根本也没投诉这选项"
9705,0,"单子竟然被转派了，,联系标注了电话的送餐员很不负责。,后来送餐来的人态度很好，,虽然迟到了很久，但是解释了原因。"
57,1,超级美味！而且简直神速！
5726,0,面都粘成一大块了
5809,0,送的很慢，满100送的饮料也不给
5941,0,"菜一般,给换餐了,不是我点的"
841,1,速度很快，食品也特别棒！
241,1,下了两单，第二单慢了点，味道还是不错的
1166,1,"好吃,挺快的"
10470,0,"送餐等了1:30小时,真是醉了,味道还行就是没给筷子"
2516,1,没有餐具哦，还要自己点餐具么
10620,0,图片仅供参考
3165,1,煎饼越来越小越来越小
7786,0,不好吃，香菇鸡肉卷，里面全是香菇，几根鸡肉，没有一点青菜，粥的碗那么小。
10134,0,太咸了，建议做淡些，给口重的用户配一小包盐
4977,0,饼还好，就是送餐速度太慢了～
8747,0,我真的没有延时评价
9416,0,他们是自己的送餐员，速度且慢了，两个小时！
10008,0,点黄太吉就没一次准时的
3046,1,过程很复杂，东西很好吃，商家还送了一次性手套。
1032,1,有点凉，吃到几口有淡淡糊味的，其他的都很好。
6421,0,真的是超级慢啊，以后不会再选了
3147,1,神速的百度骑士，超级好超级好超级好
4763,0,他家还是卷饼好吃...蔬菜拌饭太难吃了....本来想吃点清淡的，打开一看一层洋葱混着卷饼里的酱....下面依稀有些土豆丝豆芽抽吧的蘑菇片.....真的很难吃啊....不过卷饼是真的好吃，下次还是点卷饼好了....
9357,0,"外卖员蛮好的,但是,菜品水太多了"
2005,1,"真心不错,还挺快喔,嘻嘻"
10217,0,总是忘记给筷子勺子，而且延误了半个多小时
5314,0,我去，点了藕片，里面压根就没有好么？
5565,0,点了霸王鸡条根本没给，番茄酱也没配，什么玩意！操！
2622,1,很好吃，菜品味道很好，有要求都很爽快满足，赞
5009,0,别的不说，告诉我百叶没有了，还觉得您家负责任。后来又说有了，送来的时候就看见一片。。一片就值3块钱？这个必须差评。
5431,0,送过来都已经凉的不能在凉了，你是从冰箱里拿出来的？那麻烦热热可以么？再也不会订
2377,1,骑士小哥送的很快，态度也超好，点赞！
3932,0,汤依旧是难以下咽
6819,0,没吃出什么味道。饿死了。迟到1个多小时。
3063,1,除了南瓜羹有点酸，其它都挺好的，还会再点的，除了南瓜羹。
184,1,挺好吃的额，继续加油↖(^ω^)↗
9639,0,11点不到下的单，1点多才送到
6163,0,快递小哥人很好，饺子吃着一般，特别慢。
8097,0,外卖真不适宜点焗饭！
6119,0,给我配错了，中午的饭，等到晚上才给我解决，中间打了4次电话投诉都无效，差
8841,0,"菜太难吃了,油太大,肉也不新鲜不会再光顾了,快递员不错！"
2660,1,"天气不好,速度还是非常快"
4680,0,套餐配套的饮料不给了，而且15的套餐也取消了，问送餐人员说是因为优惠活动，所以这些该有的就取消了，优惠是不是骗人呢，给差评
4337,0,"冲着实体店粥不错定的,谁知道商品没有是在我等了半小时才打电话让我换菜,可气的是换了菜又等了一刻钟打电话告诉我换的也没有,碰到谁估计都窝火了,后来只有我付现金的差价折半解决,这些暂且不提,最近发现用我的账号不能定出问题那一次的地址,（只要送餐地址是出事故那次的地址就就显示商户休息中……,换其他地址又OK）你们商家真有能耐啊,咋回事,黑我嘞,我定的肉饼都焦了,不知道你们定的是不同我一样,同样的转起来,百度外卖那么久,第一次恶评,太恶劣了,投诉这样的不负责的店员和商家,都不能开心滴吃饭了"
7139,0,失误难免，，以后请注意。。
5322,0,知道慢，说早点点吧，快2个小时才送到，怎么那么难做呢
6978,0,蛋糕好难吃咖啡，咖啡还是卡布好吧
137,1,第一次用这种玩意，感觉羊都已经被薅秃了
5799,0,"青椒猪肉馅儿:,猪肉不新鲜了，有味儿，差评"
5224,0,"粥没味……香菇炖鸡的鸡竟然是鸡肉丝也就算了,一点味道也没有……送餐先说送不到宿舍要去大南门取,我到了大南门他又说他在宿舍了……这家店一生黑"
16,1,太棒了，很新鲜，量也足，我和孩子吃得很过瘾，好吃，送货很快
9167,0,肉煎得太老了，芹菜没入味，就剩点辣椒还能吃。新换的厨师真心不怎么着。
8477,0,速度超级慢，而且电话也一直打不通，以后不会再订了！
6418,0,连着买了两次同一家的，饭菜量相差很多
6714,0,说好的鳕鱼，最后送个茄子
2128,1,"送餐很快,煎饼还热气腾腾"
1316,1,"菜品足,非常好"
6308,0,"东西不错,又把发票忘了"
2762,1,现在的送餐速度是越来越慢
3883,0,订单有老北京豆付，但送餐时没有，因为菜多也没细査，吃时才发现。
3777,0,东西呢？没收到怎么就完成了
10653,0,"送了80多分钟才到！味道,鸡肉太老了！粥的味道不错"
542,1,包装不错，手套、餐巾纸很全，味道也不错
2752,1,肉很多，包装很好，味道有点不够重，可以多加点料
2670,1,太贵了，八个饺子大小的包子，几口就没了。
6988,0,要了粥，没勺子怎么喝？
9831,0,"送餐速度神速,刚下单,餐就来了,但不是我点的菜"
1754,1,中规中矩。
8839,0,米饭太少了！
3568,1,还送了两本书！包装也很完好.比在店里买还好！
555,1,我这人很少打5星
3427,1,这家店的菜吃不腻啊！
3713,0,送不到就不要接单好了，上午十点半下单下午一点半才送到，打电话店员态度不应该诚恳点？你还有理了？卷饼味道一般，凉的，像是剩菜。
5698,0,凉皮还可以，就是觉得太辣了
544,1,送餐员很迅速
1052,1,味道还好。服务态度真的很好～！
6142,0,距离600米，送餐2小时，
1968,1,"还可以,有点干。"
9843,0,送餐太慢了，等了1个半小时；味道还行。
4046,0,"基本上就没有肉……全是汤……而且味道也一般,垃圾中的战斗机！还金牌卤肉饭……就一个字差"
3688,0,从下单，到配送，前后两个小时，多次打电话催，等了一个小时先是说送餐的人车坏了，回去换车，过了半个小时再催，又说换了个人送餐。又等半个小时，还没有送到，饿得不行了，就自己出去吃饭。两个小时才收到送餐员电话，结果告诉我他的地方还没对。本来是加班，想说订餐可以节约时间，结果可好，气死了，再说，饭菜做好了，即使两个小时送到了，还能吃吗？
10783,0,送餐的师傅，服务质量太差，送过来都已经坨了
2575,1,好吃，豆腐脑的盒子改良后比原来好多了！
10489,0,俩小时才送到。两份粥才给1个勺。逗我呢
3529,1,汤包好吃！送得也快，天气很热，送餐员辛苦了！
10766,0,按份要的虾和肉都少，只有菜叶和油豆皮那份超级多
1022,1,百度的自送服务非常好，希望推广到每家店
1787,1,天气不好，辛苦送餐员了
6786,0,粥是凉的，卷是错的，点的鸡腿肉，给的是红烧肉一样的不知道什么卷，不知道我不吃大肉吗？垃圾送货电话让下楼拿，我问为什么，他笑一笑然后就上来送了，态度反正很不爽，服务差，卷味道也一般，还送错，根本没吃，都扔了
10244,0,"总体下来很不满意的一次订餐,菜都没熟"
3639,0,"鸡翅很一般,五花肉泡菜还不如正一味的一半好吃呢,就是送餐速度还不错"
6666,0,"和在店里吃到的没法比,送到后又少又凉~,o(︶︿︶)o,唉,看来点外卖是个错误的选择！"
2206,1,很好，本次也很快
5515,0,收了我2块钱餐盒费然后，不给我拿餐盒和筷子，什么饭店呀？
3805,0,"慢,真心慢,真心慢,卷饼还可以,拌饭真心难吃"
409,1,"好吃,就是贵"
3898,0,要了两个煎蛋，只放了一个。。。不过拌饭味道不错。
5011,0,没吃过这么难吃的冷面，不给拿筷子，冷面汤都温了，而且味道特别差，吃了两口就扔了
10251,0,比较难吃，尤其是拌饭，以后酱还是单独吧，貌似是甜面酱，都浇在上面真是好难吃
10023,0,好吃是好吃！10点定的11点半送餐！最后都13点了才吃上！真是够了！可是挺好吃的！量还算不错！
7165,0,粥洒了很多，味道一般
3508,1,豆浆没有送，希望下次检查好再派送
4292,0,饭菜都凉了，显示11:26配送，一个小时了才到，我定的是凉菜么，，，，
9195,0,"点了绿茶和露露,没给送,打电话说是一会送,等了一个多小时了还没送达"
7685,0,速度真是超级慢，等了一个多小时，
4644,0,态度太差！
2025,1,好吃！终于让我吃上了！
3233,1,"其它都挺好,就是鸡柳煎饼太难吃了,太重口味了,吃完直恶心"
5990,0,菜品很一般，理念好，产品没搞好！
7447,0,11点半点的餐，12点45送到的！！蜗牛都比你们快！！！不会再定了！
7657,0,垃圾，不要订
354,1,好吃，包装好，干净卫生
765,1,送餐速度很快，非常好
4016,0,"别的先不说了，我餐给我送丢了。。丢了你敢信？我在下面等了10多分钟，跟煞笔似的，送餐小哥让我联系前台，前台让我问小哥。。等我上楼，屁股还没挨着椅子，又打电话告诉我撕错单子了。。用一句文明用语，i,really,ri,le,uzi。。"
2914,1,地址写错了，快递小哥人特别好，没怪我，虽然食品有点冷了，但是快递小哥的服务不错，赞一个
4199,0,吃了这么多回大盘鸡了，头一回吃着鸡汤大盘鸡，一半食材一半是汤真没见过谁喝大盘鸡里的汤的，您把汤汁收干点不行吗做的专业点，我真希望只是我碰到了！
7251,0,等待170分钟
2074,1,送餐很快，小菜很好吃
7108,0,只有肉菜没放酱料，太干。
9985,0,我的两个中奖瓶盖拿走后就没有下文了，4元可乐居然是灌装的！！！！
4670,0,呵呵﹉一颗星都不想给你
7696,0,饭是凉的！
3542,1,很快，特别好
6114,0,太慢了！量太小太贵
267,1,很不错，服务非常好，很认真
4982,0,写的水煮牛肉，根本不像牛肉
5757,0,难吃极了！送的还慢！千万别上当！
9645,0,鸭头用的袋子居然还收包装费，速度太慢，打了两个电话还没找到，最后下楼自己取得
1547,1,"很好吃,特别快就到了"
3009,1,非常快，态度好。
7967,0,特别难吃，还特别慢，还很贵，以后连外卖都不想点啦，建议不要再买了
93,1,送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评
3643,0,一有点慢，吃了下午就拉肚子了
4573,0,"竟然晚了20分钟,三明治是加热过的，送来变得变得又凉又硬，因为装三明治的袋子口是开的,骑士真是让人"
1227,1,肉松的相对好吃一点
9587,0,速度有点慢
1502,1,很好吃，大家吃了后都找实体店去吃了
4812,0,没有很好吃
10189,0,等到花都谢了，送餐员还要求我快点取餐，真是奇葩了！
1645,1,"很快哦,继续保持～"
325,1,谢谢师傅，非常准时，态度超级好，绝对好评！
1921,1,肉有点少哦~~
2486,1,果汁不错，还会再来滴
4937,0,吉吉熊从来都不看备注的，从来不给勺子，说了一万次要勺子一次都不给的，还让我凑合。一次不给勺子我凑合就算了，这已经是我第三次订餐写了要勺子不给勺子了！我的订单记录每次都写了要勺子从来都不看这是最后一次了，下次再不给勺我退订！我是忍不了了，谁爱忍谁忍去。
1765,1,很快很好很方便赞赞赞
7449,0,备注里要的辣椒油根本被无视了
7545,0,不是商务套餐，是儿童套餐，都不够我儿子吃的
8346,0,外卖慢的要死，打电话退单还不接电话
695,1,好吃又美味
3576,1,速度真快！饭菜好！我喜欢！
4092,0,还能再慢一点嘛！！！！！！！一个半小时！！！！真不愧新店！！
9369,0,送餐实在是太慢了，两个小时!东西不差，就是送餐太慢
10383,0,"送餐很及时。,但是炝炒圆白菜没熟，而且感觉像是焯了水就没再炒过了，,生煎的油味很腻，累觉不爱，不会再吃了,o(╯□╰)o"
8033,0,凉面一般额。。。。。。其他还行
3008,1,送餐速度超级快！这次订餐好成功，点的菜都好好吃。服务态度也好，牛蛙不够了给打电话确认加了大虾。
2078,1,没有第一次吃的好吃
9276,0,"每次都是一样的慢,就算是提前下单也改变不了什么,迟到了将近俩小时快递员没有一句抱歉只是告诉我以后着急别定他家,因为体谅外送员辛苦所以就算一直等也没取消也很体谅,结果换来的就是这样的结果,感觉很不值得,外送费也不便宜要是店里没人送不了就可以让百度送,总是要消费者承担后果我觉得这事儿有点不合适,（牛肉饭里面的鸡排上面有一片片的红点不知道是什么,以前没有过这样的情况）"
5697,0,应该16点30送到，结果19点多才给我送来！打电话给客服给我个号码让我自己跟配送员联系。配送员态度更恶劣，自己按不响门铃还对我说“快点快点”让我自己出去拿蛋糕！什么玩意儿，再也不会到这家店来买了！
1158,1,味道好！名店质量有保障！送餐速度也很快！
2910,1,量大，吃了三分之二就饱了！
9866,0,量少到想哭
5630,0,一点也不好吃，而且还小
6591,0,送餐员把蛋汤给撒了，可能是路程远的缘故，然后米饭都是湿的，排骨的味道还行，第一次订饭，所以给你们没投差评，这次也许也不能全怪你们，希望下次注意就好
197,1,很快很好～
4817,0,要了一杯酸梅汤，来了撒了半杯在袋里
6360,0,服务态度特别差，还发脾气
753,1,速度极快，东西也好吃，赞
6679,0,"点了四个菜,两盒米饭,141元,没一个好吃的,什么破玩意"
571,1,他家不错，挺干净的，小吃还行，就是量少～
9556,0,菜很好吃，就是真的送了2个小时，还想着错过高峰期10点多一点就点了餐，结果……
7250,0,呵呵。。。等了两个小时。。。菜的味道不错，但是太慢了，打了好几个电话一直占线，好不容易打通了告诉我5分钟送到，结果又等了40分钟。附近上班族午休时间有限还是不要点了，人家工作你在那吃东西太尴尬了。以后不会点了。
4608,0,菜也太少太少了吧，感觉跟别人吃剩了扒拉给我的一样
5995,0,打开之后发现皮蛋瘦肉粥的餐盒都破了……洒了一纸袋……就吃了卷饼！！！
8974,0,肘子卷肥肉好多......
7826,0,"饭不止夹生还少给一份,味道一般,感觉有中被骗的感觉"
10253,0,"10点半下的单,12点18送到。速度太快了...味道还可以,但因为送来的晚凉掉了..."
3631,0,"只要用百度外卖,永远只有大半杯。永远不满杯，不知道该通过什么渠道投诉星巴克。"
1307,1,"外卖速度快,饭菜依然好吃,点赞"
5705,0,味道还可以，但是送货时间长，而且我是一个饭量一般的女孩子，稍稍没吃饱。
4698,0,等的时间太长，当然，今天下雨，不过您的电话也应该畅通呀，打了那么多遍都是语音。。。害得我又点了一份～
1674,1,"送餐特别快,送餐员态度也特别好"
5063,0,米饭很硬，送到也不太热。口味很一般。
4217,0,"味道还行，但是送餐太慢了！！！,饭菜全凉了"
6149,0,什么油做的汤？一层厚厚的油。特别腻。
6726,0,说好的套餐里面有可乐，结果没给我，上一次是没给豆腐脑？你们都是怎么配餐的？！
1229,1,好吃，送货迅速，大冷天送货，送货员辛苦了。
1872,1,速度超快，下次还会订购的
7143,0,送的特别慢，还要自己去取，不好吃
618,1,服务态度很好，还帮忙将垃圾带下楼，谢谢那位先生
7529,0,点过三次，三次菜都不重样，但都是一样的不好吃。打死卖盐的。
4618,0,味道不怎么样，点了4个菜感觉就红烧牛腩好吃点
1687,1,送餐超快！谢谢！给100个赞。
6603,0,我买了卤蛋，没送，每次都比预期时间慢半小时
2751,1,快递员辛苦了，菜品也不错
9319,0,10点40的立即送达也能到一点才送到
9155,0,汉堡王配送的太差！！！我定的套餐，里面的薯条也没有给！！！！
8500,0,"送外卖的态度极差，电话,13241080757"
9435,0,太差劲了，13:30才送到，晚了2个小时。谁这个点吃午饭啊？直接让他走人，以后再也不定这家了。
7246,0,饭盒压坏了。
5276,0,"速度达不到40分钟,希望如实描述,。米线油多,倒进全部米线后会溢出饭盒,很不方便,希望换更大更高的饭盒"
6769,0,沙拉的密封膜竟然已经撕开了！要是普通餐盒的塑料盖也就不追究了！菜撒出来一半！绝对不能吃了，谁知道中途发生了什么？！
2601,1,服务很好，昨天吃的，今天补单的。
6098,0,"吃到一半发现菜里有小强,简直了"
6727,0,特意备注带醋，还不带醋。。没醋怎么吃饺子
9910,0,鸡肉上还有鸡毛，没处理干净
10437,0,送的太慢，最慢一单两个小时都没到
673,1,还好吧，披萨不会再要这个了，可以试试其它的
3143,1,"都是肉,有些干,肉真的很多,多一些汤汁就好了,味道还不错,还送了个速溶咖啡"
3707,0,这红烧肉盖饭原来是红烧茄子盖饭
7587,0,送过来都冷掉了。。
8347,0,明明是午饭，迟到1个多小时，只能留着晚上用了。饿死了。
10450,0,差评，粥全撒了，而且还弄得卷饼没法拿
6050,0,破了好几个，有一盒里面还有不少饺子汤，麻烦敬业一点
5105,0,送来饺子全粘了，破的一塌糊涂
2935,1,"定位出了点问题超出了配送范围,但是快递人员还是耐心问路给送了,好评"
8663,0,海带汤里面有很大的蛋壳
3491,1,菜肉馄饨和汤分别包装，这一点很赞！
8872,0,"垃圾,三个小时才到"
8259,0,10点半定的1点半才送来，吃个饭等的时间太长了，定的面都坨了，打电话只是说给你问一下催一下但是再打过去的时候还是这样说，就是敷衍客户，根本都没给问，和想象的差远了
1245,1,好吃~送到北中医才十几分钟~\(≧▽≦)/~
3409,1,女友很喜欢
2129,1,总体很好，不过满百送的可乐呢？怎么没见到？
